key,date,nakazavzahranici,new_confirmed,nakazavzahranici_age_06,nakazavzahranici_age_02,nakazavzahranici_age_04,nakazavzahranici_age_00,nakazavzahranici_age_03,nakazavzahranici_age_05,nakazavzahranici_age_01,nakazavzahranici_age_08,nakazavzahranici_age_07,nakazavzahranici_age_09,new_confirmed_age_06,new_confirmed_age_02,new_confirmed_age_04,new_confirmed_age_00,new_confirmed_age_03,new_confirmed_age_05,new_confirmed_age_01,new_confirmed_age_08,new_confirmed_age_07,new_confirmed_age_09,nakazavzahranici_male,nakazavzahranici_female,new_confirmed_male,new_confirmed_female,age_bin_00,age_bin_01,age_bin_02,age_bin_03,age_bin_04,age_bin_05,age_bin_06,age_bin_07,age_bin_08,age_bin_09,total_confirmed,total_confirmed_age_06,total_confirmed_age_02,total_confirmed_age_04,total_confirmed_age_00,total_confirmed_age_03,total_confirmed_age_05,total_confirmed_age_01,total_confirmed_age_08,total_confirmed_age_07,total_confirmed_age_09,total_confirmed_male,total_confirmed_female
CZ_10,2020-06-14,0,14,,0,0,0,0,0,,0,0,0,,1,3,3,1,2,,1,1,2,0,0,6,8,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2205,185,389,395,88,403,293,83,138,160,71,1143,1062
CZ_10,2020-06-15,1,11,,0,0,,0,1,0,,0,0,,1,1,,2,2,1,,2,2,0,1,6,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2216,185,390,396,88,405,295,84,138,162,73,1149,1067
CZ_10,2020-06-16,0,14,,0,0,,0,0,0,0,,0,,1,4,,3,2,1,1,,2,0,0,6,8,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2230,185,391,400,88,408,297,85,139,162,75,1155,1075
CZ_10,2020-06-17,1,17,,,1,,0,0,,,0,,,,6,,6,4,,,1,,0,1,8,9,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2247,185,391,406,88,414,301,85,139,163,75,1163,1084
CZ_10,2020-06-18,0,12,0,0,0,0,0,0,0,,,,1,2,2,1,3,1,2,,,,0,0,9,3,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2259,186,393,408,89,417,302,87,139,163,75,1172,1087
CZ_10,2020-06-19,0,16,0,0,0,,0,0,0,,,0,3,3,2,,1,2,4,,,1,0,0,7,9,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2275,189,396,410,89,418,304,91,139,163,76,1179,1096
CZ_10,2020-06-20,1,15,,0,0,,1,,0,,,,,3,4,,6,,2,,,,0,1,7,8,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2290,189,399,414,89,424,304,93,139,163,76,1186,1104
CZ_10,2020-06-21,0,6,0,0,,,0,0,0,,,,1,1,,,1,1,2,,,,0,0,3,3,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2296,190,400,414,89,425,305,95,139,163,76,1189,1107
CZ_10,2020-06-22,0,7,0,,0,0,0,0,,,,,1,,1,1,2,2,,,,,0,0,6,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2303,191,400,415,90,427,307,95,139,163,76,1195,1108
CZ_10,2020-06-23,0,16,0,0,0,,0,0,0,,,0,2,3,6,,2,1,1,,,1,0,0,11,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2319,193,403,421,90,429,308,96,139,163,77,1206,1113
CZ_10,2020-06-24,6,17,0,2,0,,4,0,0,,,,1,2,2,,9,1,2,,,,4,2,12,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2336,194,405,423,90,438,309,98,139,163,77,1218,1118
CZ_10,2020-06-25,4,16,,0,0,2,1,,1,,,,,1,3,4,7,,1,,,,2,2,4,12,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2352,194,406,426,94,445,309,99,139,163,77,1222,1130
CZ_10,2020-06-26,0,3,,,,,0,0,,,,,,,,,2,1,,,,,0,0,1,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2355,194,406,426,94,447,310,99,139,163,77,1223,1132
CZ_10,2020-06-27,1,13,1,0,0,0,0,0,,,,,1,2,2,1,4,3,,,,,1,0,5,8,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2368,195,408,428,95,451,313,99,139,163,77,1228,1140
CZ_10,2020-06-28,1,6,,1,0,,0,,,,0,,,1,1,,3,,,,1,,1,0,4,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2374,195,409,429,95,454,313,99,139,164,77,1232,1142
CZ_10_100,2020-02-29,1,1,1,,,,,,,,,,1,,,,,,,,,,1,,1,,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,1,0,0,0,0,0,0,0,0,0,1,0
CZ_10_100,2020-03-01,1,1,,1,,,,,,,,,,1,,,,,,,,,,1,,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,1,1,0,0,0,0,0,0,0,0,1,1
CZ_10_100,2020-03-03,2,2,,,2,,,,,,,,,,2,,,,,,,,1,1,1,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,1,1,2,0,0,0,0,0,0,0,2,2
CZ_10_100,2020-03-04,1,1,,,1,,,,,,,,,,1,,,,,,,,1,,1,,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,1,1,3,0,0,0,0,0,0,0,3,2
CZ_10_100,2020-03-05,2,2,,,1,1,,,,,,,,,1,1,,,,,,,1,1,1,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,1,1,4,1,0,0,0,0,0,0,4,3
CZ_10_100,2020-03-06,2,2,1,,,,1,,,,,,1,,,,1,,,,,,1,1,1,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,2,1,4,1,1,0,0,0,0,0,5,4
CZ_10_100,2020-03-07,7,9,,0,2,1,2,2,,,,,,1,2,1,3,2,,,,,3,4,4,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,18,2,2,6,2,4,2,0,0,0,0,9,9
CZ_10_100,2020-03-08,2,4,1,,0,,,,1,,,,2,,1,,,,1,,,,2,0,3,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,22,4,2,7,2,4,2,1,0,0,0,12,10
CZ_10_100,2020-03-09,3,3,1,,1,,,1,,,,,1,,1,,,1,,,,,2,1,2,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,25,5,2,8,2,4,3,1,0,0,0,14,11
CZ_10_100,2020-03-10,1,11,0,0,0,0,0,,1,0,,,1,2,2,1,3,,1,1,,,1,0,5,6,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,36,6,4,10,3,7,3,2,1,0,0,19,17
CZ_10_100,2020-03-11,2,8,1,0,,1,,0,,,,,4,2,,1,,1,,,,,1,1,5,3,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,44,10,6,10,4,7,4,2,1,0,0,24,20
CZ_10_100,2020-03-12,4,5,2,,1,,,,,,1,,3,,1,,,,,,1,,2,2,3,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,49,13,6,11,4,7,4,2,1,1,0,27,22
CZ_10_100,2020-03-13,9,13,0,,2,3,3,1,,,0,,3,,2,3,3,1,,,1,,5,4,7,6,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,62,16,6,13,7,10,5,2,1,2,0,34,28
CZ_10_100,2020-03-14,8,24,0,2,0,0,2,3,1,,,,2,6,4,1,3,6,2,,,,7,1,14,10,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,86,18,12,17,8,13,11,4,1,2,0,48,38
CZ_10_100,2020-03-15,4,27,0,0,2,0,2,0,,0,0,,4,4,3,1,6,6,,2,1,,3,1,20,7,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,113,22,16,20,9,19,17,4,3,3,0,68,45
CZ_10_100,2020-03-16,2,31,0,0,1,,0,1,0,0,0,,3,9,6,,2,6,2,1,2,,1,1,16,15,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,144,25,25,26,9,21,23,6,4,5,0,84,60
CZ_10_100,2020-03-17,8,35,0,3,1,,3,0,1,,0,0,6,7,5,,6,4,3,,3,1,7,1,22,13,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,179,31,32,31,9,27,27,9,4,8,1,106,73
CZ_10_100,2020-03-18,4,23,0,0,2,,2,0,,,0,,1,5,6,,5,2,,,4,,2,2,14,9,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,202,32,37,37,9,32,29,9,4,12,1,120,82
CZ_10_100,2020-03-19,2,34,0,0,0,1,1,0,,,0,,3,9,2,5,7,5,,,3,,0,2,19,15,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,236,35,46,39,14,39,34,9,4,15,1,139,97
CZ_10_100,2020-03-20,2,32,0,1,1,0,0,0,,,0,,2,3,12,3,6,4,,,2,,2,0,17,15,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,268,37,49,51,17,45,38,9,4,17,1,156,112
CZ_10_100,2020-03-21,2,30,0,0,0,1,1,0,,,0,0,2,3,7,2,6,8,,,1,1,1,1,19,11,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,298,39,52,58,19,51,46,9,4,18,2,175,123
CZ_10_100,2020-03-22,2,23,0,0,1,0,0,1,,,0,,3,2,5,5,5,1,,,2,,2,0,13,10,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,321,42,54,63,24,56,47,9,4,20,2,188,133
CZ_10_100,2020-03-23,2,32,,1,1,0,0,0,,,0,,,10,7,3,4,7,,,1,,2,0,18,14,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,353,42,64,70,27,60,54,9,4,21,2,206,147
CZ_10_100,2020-03-24,11,85,0,2,0,1,2,6,0,0,0,0,4,9,17,4,15,20,6,3,5,2,6,5,51,34,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,438,46,73,87,31,75,74,15,7,26,4,257,181
CZ_10_100,2020-03-25,2,79,0,0,0,,1,1,,0,0,0,6,14,19,,10,13,,5,7,5,2,0,46,33,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,517,52,87,106,31,85,87,15,12,33,9,303,214
CZ_10_100,2020-03-26,8,75,0,0,1,0,3,4,0,0,0,0,5,15,8,2,19,14,2,4,4,2,5,3,40,35,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,592,57,102,114,33,104,101,17,16,37,11,343,249
CZ_10_100,2020-03-27,6,84,0,1,1,,2,2,0,0,0,0,3,11,17,,9,8,2,16,6,12,4,2,42,42,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,676,60,113,131,33,113,109,19,32,43,23,385,291
CZ_10_100,2020-03-28,2,38,0,0,2,,0,0,0,0,0,0,1,10,7,,5,2,2,6,4,1,2,0,18,20,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,714,61,123,138,33,118,111,21,38,47,24,403,311
CZ_10_100,2020-03-29,1,29,0,0,0,0,1,0,0,0,0,,1,3,9,2,6,1,1,3,3,,0,1,10,19,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,743,62,126,147,35,124,112,22,41,50,24,413,330
CZ_10_100,2020-03-30,3,70,0,0,2,,0,1,0,0,0,0,5,20,11,,12,9,3,4,5,1,1,2,40,30,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,813,67,146,158,35,136,121,25,45,55,25,453,360
CZ_10_100,2020-03-31,4,50,1,2,0,,1,0,0,0,0,,8,8,11,,7,6,2,3,5,,3,1,18,32,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,863,75,154,169,35,143,127,27,48,60,25,471,392
CZ_10_100,2020-04-01,9,91,0,2,3,,2,2,0,0,0,0,5,18,21,,18,14,1,7,5,2,5,4,43,48,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,954,80,172,190,35,161,141,28,55,65,27,514,440
CZ_10_100,2020-04-02,6,89,1,2,1,0,1,1,0,0,0,0,7,15,13,4,22,6,7,6,7,2,3,3,44,45,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1043,87,187,203,39,183,147,35,61,72,29,558,485
CZ_10_100,2020-04-03,4,89,0,0,0,1,1,0,2,0,0,0,7,19,16,4,12,11,5,3,9,3,1,3,44,45,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1132,94,206,219,43,195,158,40,64,81,32,602,530
CZ_10_100,2020-04-04,2,26,1,1,0,,0,0,,0,0,,2,2,4,,8,7,,2,1,,0,2,10,16,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1158,96,208,223,43,203,165,40,66,82,32,612,546
CZ_10_100,2020-04-05,0,20,0,0,0,,0,0,0,0,0,,3,2,2,,2,2,3,1,5,,0,0,10,10,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1178,99,210,225,43,205,167,43,67,87,32,622,556
CZ_10_100,2020-04-06,2,52,0,2,0,0,0,0,0,0,0,0,6,13,5,2,10,5,2,2,6,1,1,1,25,27,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1230,105,223,230,45,215,172,45,69,93,33,647,583
CZ_10_100,2020-04-07,1,37,0,0,1,,0,0,0,0,0,,10,3,12,,5,3,1,1,2,,1,0,18,19,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1267,115,226,242,45,220,175,46,70,95,33,665,602
CZ_10_100,2020-04-08,2,50,0,1,0,1,0,0,0,0,0,0,5,8,5,2,3,5,4,8,3,7,1,1,15,35,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1317,120,234,247,47,223,180,50,78,98,40,680,637
CZ_10_100,2020-04-09,0,40,0,0,0,0,0,0,0,0,0,0,5,3,5,2,5,8,1,6,3,2,0,0,18,22,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1357,125,237,252,49,228,188,51,84,101,42,698,659
CZ_10_100,2020-04-10,2,39,0,0,0,0,1,1,,0,0,0,4,5,6,3,6,5,,6,3,1,2,0,21,18,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1396,129,242,258,52,234,193,51,90,104,43,719,677
CZ_10_100,2020-04-11,3,27,0,0,1,,1,0,1,,0,0,3,3,2,,10,1,4,,3,1,2,1,14,13,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1423,132,245,260,52,244,194,55,90,107,44,733,690
CZ_10_100,2020-04-12,0,15,,0,0,,0,0,,0,,,,3,2,,3,5,,2,,,0,0,5,10,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1438,132,248,262,52,247,199,55,92,107,44,738,700
CZ_10_100,2020-04-13,0,9,0,,,,0,0,,,0,,1,,,,3,3,,,2,,0,0,4,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1447,133,248,262,52,250,202,55,92,109,44,742,705
CZ_10_100,2020-04-14,0,12,0,0,0,,0,0,0,0,,,1,3,1,,2,3,1,1,,,0,0,5,7,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1459,134,251,263,52,252,205,56,93,109,44,747,712
CZ_10_100,2020-04-15,0,25,0,0,0,0,0,0,,0,0,0,1,4,3,1,7,3,,3,2,1,0,0,11,14,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1484,135,255,266,53,259,208,56,96,111,45,758,726
CZ_10_100,2020-04-16,1,34,0,1,0,0,0,0,0,,0,0,4,10,4,1,3,4,1,,6,1,0,1,16,18,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1518,139,265,270,54,262,212,57,96,117,46,774,744
CZ_10_100,2020-04-17,2,24,1,,0,,0,1,0,,0,,4,,5,,5,8,1,,1,,0,2,12,12,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1542,143,265,275,54,267,220,58,96,118,46,786,756
CZ_10_100,2020-04-18,0,44,0,0,0,0,0,0,,0,0,0,3,1,3,3,4,4,,14,5,7,0,0,10,34,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1586,146,266,278,57,271,224,58,110,123,53,796,790
CZ_10_100,2020-04-19,0,6,0,,,,0,,,,0,,3,,,,2,,,,1,,0,0,2,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1592,149,266,278,57,273,224,58,110,124,53,798,794
CZ_10_100,2020-04-20,0,18,,0,,0,0,0,0,,0,0,,4,,1,8,2,1,,1,1,0,0,7,11,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1610,149,270,278,58,281,226,59,110,125,54,805,805
CZ_10_100,2020-04-21,0,17,,0,0,0,0,0,0,0,,0,,4,4,1,2,3,1,1,,1,0,0,7,10,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1627,149,274,282,59,283,229,60,111,125,55,812,815
CZ_10_100,2020-04-22,0,9,,0,0,,0,,0,,0,,,1,5,,1,,1,,1,,0,0,1,8,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1636,149,275,287,59,284,229,61,111,126,55,813,823
CZ_10_100,2020-04-23,0,20,0,0,0,,0,,0,0,0,0,2,4,1,,2,,1,6,3,1,0,0,8,12,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1656,151,279,288,59,286,229,62,117,129,56,821,835
CZ_10_100,2020-04-24,1,8,,0,0,,,1,0,0,,,,3,2,,,1,1,1,,,0,1,2,6,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1664,151,282,290,59,286,230,63,118,129,56,823,841
CZ_10_100,2020-04-25,0,14,0,0,0,0,0,0,0,0,0,,1,1,3,1,4,1,1,1,1,,0,0,7,7,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1678,152,283,293,60,290,231,64,119,130,56,830,848
CZ_10_100,2020-04-26,0,2,,,0,,,,,,0,,,,1,,,,,,1,,0,0,1,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1680,152,283,294,60,290,231,64,119,131,56,831,849
CZ_10_100,2020-04-27,0,3,0,0,,,,,,,,,1,2,,,,,,,,,0,0,2,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1683,153,285,294,60,290,231,64,119,131,56,833,850
CZ_10_100,2020-04-28,0,5,,,0,,0,,0,0,,,,,1,,2,,1,1,,,0,0,3,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1688,153,285,295,60,292,231,65,120,131,56,836,852
CZ_10_100,2020-04-29,0,8,0,0,0,,0,,,,0,0,1,2,1,,2,,,,1,1,0,0,4,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1696,154,287,296,60,294,231,65,120,132,57,840,856
CZ_10_100,2020-04-30,2,11,0,0,1,,1,,,,,0,2,2,2,,4,,,,,1,1,1,6,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1707,156,289,298,60,298,231,65,120,132,58,846,861
CZ_10_100,2020-05-01,0,9,0,,0,,,0,0,0,,,1,,4,,,1,2,1,,,0,0,5,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1716,157,289,302,60,298,232,67,121,132,58,851,865
CZ_10_100,2020-05-02,0,11,0,0,0,,0,0,0,,0,,1,2,1,,3,1,1,,2,,0,0,6,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1727,158,291,303,60,301,233,68,121,134,58,857,870
CZ_10_100,2020-05-03,0,3,,0,,,,,,,0,,,2,,,,,,,1,,0,,3,,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1730,158,293,303,60,301,233,68,121,135,58,860,870
CZ_10_100,2020-05-04,0,7,,0,0,,0,0,,,0,,,1,3,,1,1,,,1,,0,0,2,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1737,158,294,306,60,302,234,68,121,136,58,862,875
CZ_10_100,2020-05-05,1,13,0,1,0,,0,0,0,,0,,1,3,2,,4,1,1,,1,,1,0,7,6,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1750,159,297,308,60,306,235,69,121,137,58,869,881
CZ_10_100,2020-05-06,0,9,0,0,0,0,0,0,,,,,1,1,3,1,1,2,,,,,0,0,5,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1759,160,298,311,61,307,237,69,121,137,58,874,885
CZ_10_100,2020-05-07,0,11,,0,0,,0,0,0,,,,,1,5,,2,2,1,,,,0,0,6,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1770,160,299,316,61,309,239,70,121,137,58,880,890
CZ_10_100,2020-05-08,0,27,0,0,0,0,0,0,,0,0,,2,4,2,3,7,4,,2,3,,0,0,12,15,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1797,162,303,318,64,316,243,70,123,140,58,892,905
CZ_10_100,2020-05-09,0,11,0,0,,0,0,0,,,,,2,1,,1,6,1,,,,,0,0,7,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1808,164,304,318,65,322,244,70,123,140,58,899,909
CZ_10_100,2020-05-10,0,1,,,,,,,,,,0,,,,,,,,,,1,,0,,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1809,164,304,318,65,322,244,70,123,140,59,899,910
CZ_10_100,2020-05-11,0,14,,0,,,0,0,0,0,0,,,1,,,2,5,3,1,2,,0,0,7,7,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1823,164,305,318,65,324,249,73,124,142,59,906,917
CZ_10_100,2020-05-12,2,15,0,1,0,,0,,1,,,0,1,6,2,,4,,1,,,1,1,1,12,3,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1838,165,311,320,65,328,249,74,124,142,60,918,920
CZ_10_100,2020-05-13,0,15,0,,0,,0,0,0,,0,,1,,3,,4,4,2,,1,,0,0,9,6,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1853,166,311,323,65,332,253,76,124,143,60,927,926
CZ_10_100,2020-05-14,0,15,0,0,0,0,0,0,,,,,4,2,2,3,3,1,,,,,0,0,9,6,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1868,170,313,325,68,335,254,76,124,143,60,936,932
CZ_10_100,2020-05-15,0,13,,0,0,,0,0,,0,,,,5,3,,3,1,,1,,,0,0,8,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1881,170,318,328,68,338,255,76,125,143,60,944,937
CZ_10_100,2020-05-16,0,30,0,0,0,0,0,0,,0,0,,1,8,8,3,5,3,,1,1,,0,0,21,9,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1911,171,326,336,71,343,258,76,126,144,60,965,946
CZ_10_100,2020-05-17,0,9,0,0,0,,0,,,,0,,1,4,1,,1,,,,2,,0,0,7,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1920,172,330,337,71,344,258,76,126,146,60,972,948
CZ_10_100,2020-05-18,0,15,0,0,0,0,0,0,,,,,2,1,3,2,4,3,,,,,0,0,8,7,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1935,174,331,340,73,348,261,76,126,146,60,980,955
CZ_10_100,2020-05-19,0,11,0,0,0,,0,0,,,0,,1,4,2,,1,1,,,2,,0,0,7,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1946,175,335,342,73,349,262,76,126,148,60,987,959
CZ_10_100,2020-05-20,0,8,,0,0,0,0,0,,,,,,3,1,1,1,2,,,,,0,0,3,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1954,175,338,343,74,350,264,76,126,148,60,990,964
CZ_10_100,2020-05-21,1,12,0,1,0,,0,,,,0,,1,4,3,,3,,,,1,,1,0,9,3,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1966,176,342,346,74,353,264,76,126,149,60,999,967
CZ_10_100,2020-05-22,0,10,0,0,,,0,,0,,0,,1,4,,,3,,1,,1,,0,0,9,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1976,177,346,346,74,356,264,77,126,150,60,1008,968
CZ_10_100,2020-05-23,0,5,,,0,0,0,,,,,,,,2,1,2,,,,,,0,0,4,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1981,177,346,348,75,358,264,77,126,150,60,1012,969
CZ_10_100,2020-05-24,0,2,,0,,,,,,,,,,2,,,,,,,,,0,,2,,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1983,177,348,348,75,358,264,77,126,150,60,1014,969
CZ_10_100,2020-05-25,0,4,0,0,0,,,,,,,,1,1,2,,,,,,,,0,,4,,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1987,178,349,350,75,358,264,77,126,150,60,1018,969
CZ_10_100,2020-05-26,0,5,,0,0,0,,,,,0,,,2,1,1,,,,,1,,0,,5,,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1992,178,351,351,76,358,264,77,126,151,60,1023,969
CZ_10_100,2020-05-27,0,9,0,0,0,0,0,0,,,0,,1,2,1,1,2,1,,,1,,0,0,8,1,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2001,179,353,352,77,360,265,77,126,152,60,1031,970
CZ_10_100,2020-05-28,0,19,,0,0,,0,0,,0,,,,2,6,,5,5,,1,,,0,0,14,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2020,179,355,358,77,365,270,77,127,152,60,1045,975
CZ_10_100,2020-05-29,1,5,,1,0,,,0,,,,,,3,1,,,1,,,,,0,1,2,3,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2025,179,358,359,77,365,271,77,127,152,60,1047,978
CZ_10_100,2020-05-30,0,14,,0,0,,0,0,,0,0,,,3,4,,4,1,,1,1,,0,0,9,5,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2039,179,361,363,77,369,272,77,128,153,60,1056,983
CZ_10_100,2020-05-31,0,9,0,,,,0,0,,0,,0,1,,,,1,4,,1,,2,0,0,3,6,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2048,180,361,363,77,370,276,77,129,153,62,1059,989
CZ_10_100,2020-06-01,1,7,,1,0,,,,0,,,,,3,3,,,,1,,,,0,1,3,4,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2055,180,364,366,77,370,276,78,129,153,62,1062,993
