country,nuts_3,cases,cases/100k pop.,percent,deaths,intensive_care,datetime
SE,Halland,105,31.451438903808604,,8,8,2020-04-02T00:00:00
SE,Västmanland,109,39.514945983886705,,2,11,2020-04-02T00:00:00
SE,Örebro,121,39.697509765625,,1,9,2020-04-02T00:00:00
SE,Gävleborg,131,45.583927154540994,,4,11,2020-04-02T00:00:00
SE,Dalarna,134,46.5332717895508,,13,10,2020-04-02T00:00:00
SE,Jönköping,155,42.6293792724609,,11,13,2020-04-02T00:00:00
SE,Uppsala,222,57.855739593505895,,7,16,2020-04-02T00:00:00
SE,Skåne,298,21.6282596588135,,8,18,2020-04-02T00:00:00
SE,Sörmland,335,112.58990478515601,,27,38,2020-04-02T00:00:00
SE,Västra Götaland,457,26.4792308807373,,9,49,2020-04-02T00:00:00
SE,Östergötland,514,110.42008972168001,,8,28,2020-04-02T00:00:00
SE,Stockholm,2439,102.604835510254,,178,192,2020-04-02T00:00:00
SE,Gotland,12,20.1052169799805,,0,1,2020-04-03T00:00:00
SE,Blekinge,27,16.9166564941406,,1,2,2020-04-03T00:00:00
SE,Kronoberg,45,22.3359432220459,,0,0,2020-04-03T00:00:00
SE,Kalmar,46,18.7413940429688,,1,2,2020-04-03T00:00:00
SE,Värmland,53,18.766775131225604,,1,3,2020-04-03T00:00:00
SE,Västernorrland,58,23.6399879455566,,2,4,2020-04-03T00:00:00
SE,Norrbotten,73,29.189142227172898,,1,10,2020-04-03T00:00:00
SE,Västerbotten,80,29.4403400421143,,0,9,2020-04-03T00:00:00
SE,Jämtland Härjedalen,84,64.21527099609379,,0,1,2020-04-03T00:00:00
SE,Halland,114,34.1472778320313,,8,10,2020-04-03T00:00:00
SE,Västmanland,134,48.578006744384794,,4,11,2020-04-03T00:00:00
SE,Dalarna,147,51.047691345214794,,14,10,2020-04-03T00:00:00
SE,Gävleborg,147,51.1514282226563,,4,12,2020-04-03T00:00:00
SE,Örebro,166,54.4610481262207,,1,9,2020-04-03T00:00:00
SE,Jönköping,187,51.4302825927734,,13,15,2020-04-03T00:00:00
SE,Uppsala,247,64.3710250854492,,9,23,2020-04-03T00:00:00
SE,Skåne,311,22.571773529052702,,11,18,2020-04-03T00:00:00
SE,Sörmland,398,133.763534545898,,35,41,2020-04-03T00:00:00
SE,Västra Götaland,509,29.492183685302702,,14,50,2020-04-03T00:00:00
SE,Östergötland,578,124.168891906738,,10,31,2020-04-03T00:00:00
SE,Stockholm,2662,111.986083984375,,204,206,2020-04-03T00:00:00
SE,Gotland,12,20.1052169799805,,0,1,2020-04-04T00:00:00
SE,Blekinge,30,18.7962856292725,,1,2,2020-04-04T00:00:00
SE,Kalmar,47,19.1488151550293,,1,4,2020-04-04T00:00:00
SE,Kronoberg,49,24.3213596343994,,0,1,2020-04-04T00:00:00
SE,Värmland,53,18.766775131225604,,1,4,2020-04-04T00:00:00
SE,Västernorrland,61,24.862745285034197,,2,5,2020-04-04T00:00:00
SE,Norrbotten,74,29.588993072509798,,1,10,2020-04-04T00:00:00
SE,Jämtland Härjedalen,86,65.7442092895508,,0,2,2020-04-04T00:00:00
SE,Västerbotten,97,35.6964111328125,,0,9,2020-04-04T00:00:00
SE,Halland,126,37.741725921630895,,9,10,2020-04-04T00:00:00
SE,Västmanland,139,50.3906173706055,,4,12,2020-04-04T00:00:00
SE,Dalarna,163,56.6039047241211,,16,11,2020-04-04T00:00:00
SE,Gävleborg,163,56.7189331054688,,4,14,2020-04-04T00:00:00
SE,Örebro,166,54.4610481262207,,1,13,2020-04-04T00:00:00
SE,Jönköping,199,54.7306251525879,,13,17,2020-04-04T00:00:00
SE,Uppsala,274,71.4075393676758,,9,22,2020-04-04T00:00:00
SE,Skåne,322,23.3701324462891,,11,19,2020-04-04T00:00:00
SE,Sörmland,412,138.46878051757798,,45,45,2020-04-04T00:00:00
SE,Västra Götaland,537,31.114543914794897,,18,54,2020-04-04T00:00:00
SE,Östergötland,584,125.457847595215,,12,35,2020-04-04T00:00:00
SE,Stockholm,2849,119.85287475585899,,225,230,2020-04-04T00:00:00
SE,Gotland,12,20.1052169799805,,0,1,2020-04-05T00:00:00
SE,Blekinge,31,19.4228286743164,,1,2,2020-04-05T00:00:00
SE,Kalmar,49,19.963657379150398,,1,4,2020-04-05T00:00:00
SE,Kronoberg,49,24.3213596343994,,0,1,2020-04-05T00:00:00
SE,Värmland,55,19.4749546051025,,1,4,2020-04-05T00:00:00
SE,Västernorrland,66,26.9006748199463,,2,5,2020-04-05T00:00:00
SE,Norrbotten,80,31.988100051879897,,1,13,2020-04-05T00:00:00
SE,Jämtland Härjedalen,89,68.0376129150391,,0,3,2020-04-05T00:00:00
SE,Västerbotten,114,41.952484130859396,,0,9,2020-04-05T00:00:00
SE,Halland,127,38.0412635803223,,11,10,2020-04-05T00:00:00
SE,Västmanland,140,50.7531394958496,,4,13,2020-04-05T00:00:00
SE,Örebro,172,56.42951965332029,,1,13,2020-04-05T00:00:00
SE,Gävleborg,175,60.894557952880895,,4,14,2020-04-05T00:00:00
SE,Dalarna,177,61.4655914306641,,16,11,2020-04-05T00:00:00
SE,Jönköping,223,61.331302642822294,,13,20,2020-04-05T00:00:00
SE,Uppsala,293,76.3591537475586,,9,26,2020-04-05T00:00:00
SE,Skåne,333,24.1684913635254,,11,21,2020-04-05T00:00:00
SE,Sörmland,424,142.501846313477,,45,44,2020-04-05T00:00:00
SE,Västra Götaland,561,32.505138397216804,,18,55,2020-04-05T00:00:00
SE,Östergötland,644,138.347351074219,,12,35,2020-04-05T00:00:00
SE,Stockholm,3016,126.87830352783199,,251,237,2020-04-05T00:00:00
SE,Gotland,12,20.1052169799805,,0,1,2020-04-06T00:00:00
SE,Blekinge,36,22.5555438995361,,1,2,2020-04-06T00:00:00
SE,Kalmar,52,21.1859226226807,,1,4,2020-04-06T00:00:00
SE,Kronoberg,53,26.306776046752898,,0,1,2020-04-06T00:00:00
SE,Värmland,57,20.1831359863281,,1,4,2020-04-06T00:00:00
SE,Västernorrland,68,27.7158470153809,,2,6,2020-04-06T00:00:00
SE,Norrbotten,81,32.387950897216804,,3,13,2020-04-06T00:00:00
SE,Jämtland Härjedalen,90,68.8020782470703,,0,3,2020-04-06T00:00:00
SE,Västerbotten,123,45.264522552490206,,0,11,2020-04-06T00:00:00
SE,Halland,131,39.2394142150879,,12,11,2020-04-06T00:00:00
SE,Örebro,173,56.757598876953104,,1,16,2020-04-06T00:00:00
SE,Västmanland,178,64.52899169921879,,5,14,2020-04-06T00:00:00
SE,Gävleborg,182,63.3303413391113,,4,16,2020-04-06T00:00:00
SE,Dalarna,186,64.5909576416016,,21,12,2020-04-06T00:00:00
SE,Jönköping,233,64.0815811157227,,13,21,2020-04-06T00:00:00
SE,Uppsala,308,80.26832580566409,,9,30,2020-04-06T00:00:00
SE,Skåne,348,25.2571620941162,,13,24,2020-04-06T00:00:00
SE,Sörmland,452,151.912353515625,,50,49,2020-04-06T00:00:00
SE,Västra Götaland,605,35.0545616149902,,21,64,2020-04-06T00:00:00
SE,Östergötland,695,149.30343627929702,,17,35,2020-04-06T00:00:00
SE,Stockholm,3143,132.220993041992,,303,253,2020-04-06T00:00:00
SE,Gotland,13,21.780652999877898,,0,1,2020-04-07T00:00:00
SE,Blekinge,37,23.1820850372314,,1,2,2020-04-07T00:00:00
SE,Kronoberg,54,26.8031311035156,,1,1,2020-04-07T00:00:00
SE,Kalmar,57,23.223030090332,,3,7,2020-04-07T00:00:00
SE,Värmland,58,20.5372257232666,,1,6,2020-04-07T00:00:00
SE,Västernorrland,78,31.7917079925537,,2,7,2020-04-07T00:00:00
SE,Jämtland Härjedalen,92,70.3310165405274,,0,3,2020-04-07T00:00:00
SE,Norrbotten,95,37.985870361328104,,4,14,2020-04-07T00:00:00
SE,Västerbotten,128,47.1045417785645,,1,12,2020-04-07T00:00:00
SE,Halland,141,42.234790802002,,14,12,2020-04-07T00:00:00
SE,Örebro,185,60.6945419311524,,1,17,2020-04-07T00:00:00
SE,Gävleborg,202,70.2897186279297,,5,16,2020-04-07T00:00:00
SE,Dalarna,215,74.6615905761719,,22,12,2020-04-07T00:00:00
SE,Västmanland,222,80.47998046875,,7,15,2020-04-07T00:00:00
SE,Jönköping,254,69.857177734375,,15,21,2020-04-07T00:00:00
SE,Uppsala,332,86.5230026245117,,10,34,2020-04-07T00:00:00
SE,Skåne,366,26.5635662078857,,16,26,2020-04-07T00:00:00
SE,Sörmland,478,160.65066528320298,,64,57,2020-04-07T00:00:00
SE,Västra Götaland,674,39.052516937255895,,26,66,2020-04-07T00:00:00
SE,Östergötland,733,157.466781616211,,17,41,2020-04-07T00:00:00
SE,Stockholm,3279,137.942291259766,,381,270,2020-04-07T00:00:00
SE,Gotland,14,23.4560871124268,,0,1,2020-04-08T00:00:00
SE,Blekinge,37,23.1820850372314,,1,2,2020-04-08T00:00:00
SE,Kalmar,61,24.852716445922898,,4,7,2020-04-08T00:00:00
SE,Kronoberg,61,30.277610778808604,,1,2,2020-04-08T00:00:00
SE,Värmland,65,23.015855789184602,,1,6,2020-04-08T00:00:00
SE,Västernorrland,83,33.829635620117195,,5,8,2020-04-08T00:00:00
SE,Jämtland Härjedalen,97,74.1533508300781,,0,3,2020-04-08T00:00:00
SE,Norrbotten,107,42.784084320068395,,5,15,2020-04-08T00:00:00
SE,Västerbotten,142,52.2566032409668,,1,12,2020-04-08T00:00:00
SE,Halland,154,46.128776550293,,14,12,2020-04-08T00:00:00
SE,Gävleborg,209,72.7255020141602,,17,16,2020-04-08T00:00:00
SE,Örebro,230,75.4580764770508,,3,19,2020-04-08T00:00:00
SE,Västmanland,236,85.555290222168,,15,16,2020-04-08T00:00:00
SE,Dalarna,237,82.301383972168,,27,13,2020-04-08T00:00:00
SE,Jönköping,270,74.25762939453129,,20,24,2020-04-08T00:00:00
SE,Uppsala,378,98.5111236572266,,10,33,2020-04-08T00:00:00
SE,Skåne,381,27.6522388458252,,16,28,2020-04-08T00:00:00
SE,Sörmland,539,181.15211486816398,,68,65,2020-04-08T00:00:00
SE,Västra Götaland,730,42.2972373962402,,33,68,2020-04-08T00:00:00
SE,Östergötland,811,174.22314453125,,27,43,2020-04-08T00:00:00
SE,Stockholm,3577,150.478668212891,,419,285,2020-04-08T00:00:00
SE,Gotland,14,23.4560871124268,,0,1,2020-04-09T00:00:00
SE,Blekinge,39,24.435171127319304,,1,2,2020-04-09T00:00:00
SE,Kalmar,63,25.667560577392603,,4,7,2020-04-09T00:00:00
SE,Värmland,66,23.369945526123,,1,5,2020-04-09T00:00:00
SE,Kronoberg,77,38.2192802429199,,1,2,2020-04-09T00:00:00
SE,Västernorrland,90,36.6827392578125,,6,8,2020-04-09T00:00:00
SE,Jämtland Härjedalen,107,81.7980270385742,,0,3,2020-04-09T00:00:00
SE,Norrbotten,120,47.982151031494105,,7,15,2020-04-09T00:00:00
SE,Västerbotten,154,56.67265319824221,,1,14,2020-04-09T00:00:00
SE,Halland,167,50.0227661132813,,15,12,2020-04-09T00:00:00
SE,Gävleborg,227,78.9889450073242,,20,17,2020-04-09T00:00:00
SE,Dalarna,266,92.3720169067383,,33,13,2020-04-09T00:00:00
SE,Västmanland,268,97.15601348876949,,15,18,2020-04-09T00:00:00
SE,Örebro,279,91.53392791748051,,4,19,2020-04-09T00:00:00
SE,Jönköping,295,81.1333389282227,,23,25,2020-04-09T00:00:00
SE,Skåne,397,28.813486099243196,,18,30,2020-04-09T00:00:00
SE,Uppsala,412,107.37191772460899,,14,39,2020-04-09T00:00:00
SE,Sörmland,568,190.89869689941398,,78,64,2020-04-09T00:00:00
SE,Västra Götaland,827,47.91755676269529,,39,73,2020-04-09T00:00:00
SE,Östergötland,874,187.757125854492,,27,45,2020-04-09T00:00:00
SE,Stockholm,3831,161.164047241211,,486,307,2020-04-09T00:00:00
SE,Gotland,16,26.806957244873,,0,1,2020-04-10T00:00:00
SE,Blekinge,39,24.435171127319304,,1,2,2020-04-10T00:00:00
SE,Kalmar,64,26.0749816894531,,4,8,2020-04-10T00:00:00
SE,Värmland,70,24.7863063812256,,1,5,2020-04-10T00:00:00
SE,Kronoberg,82,40.7010498046875,,1,3,2020-04-10T00:00:00
SE,Västernorrland,92,37.4979095458984,,6,8,2020-04-10T00:00:00
SE,Jämtland Härjedalen,115,87.9137649536133,,0,3,2020-04-10T00:00:00
SE,Norrbotten,127,50.7811088562012,,7,16,2020-04-10T00:00:00
SE,Västerbotten,166,61.0887031555176,,5,14,2020-04-10T00:00:00
SE,Halland,175,52.419063568115206,,15,14,2020-04-10T00:00:00
SE,Gävleborg,245,85.25238037109379,,27,17,2020-04-10T00:00:00
SE,Västmanland,273,98.96862030029301,,16,18,2020-04-10T00:00:00
SE,Dalarna,296,102.78990936279301,,35,18,2020-04-10T00:00:00
SE,Örebro,302,99.07974243164058,,5,22,2020-04-10T00:00:00
SE,Jönköping,317,87.1839599609375,,24,27,2020-04-10T00:00:00
SE,Skåne,405,29.3941116333008,,20,30,2020-04-10T00:00:00
SE,Uppsala,431,112.323532104492,,30,41,2020-04-10T00:00:00
SE,Sörmland,597,200.645294189453,,82,62,2020-04-10T00:00:00
SE,Västra Götaland,902,52.2631645202637,,49,78,2020-04-10T00:00:00
SE,Östergötland,910,195.490814208984,,32,45,2020-04-10T00:00:00
SE,Stockholm,4061,170.839782714844,,510,317,2020-04-10T00:00:00
SE,Gotland,16,26.806957244873,,0,1,2020-04-11T00:00:00
SE,Blekinge,41,25.688257217407198,,1,2,2020-04-11T00:00:00
SE,Kalmar,65,26.4824028015137,,4,8,2020-04-11T00:00:00
SE,Värmland,73,25.8485774993897,,1,9,2020-04-11T00:00:00
SE,Kronoberg,87,43.182823181152294,,1,3,2020-04-11T00:00:00
SE,Västernorrland,100,40.758598327636705,,7,8,2020-04-11T00:00:00
SE,Jämtland Härjedalen,123,94.02951049804692,,0,4,2020-04-11T00:00:00
SE,Norrbotten,133,53.1802177429199,,7,15,2020-04-11T00:00:00
SE,Halland,180,53.916751861572294,,15,14,2020-04-11T00:00:00
SE,Västerbotten,181,66.6087646484375,,5,14,2020-04-11T00:00:00
SE,Gävleborg,263,91.5158233642578,,27,19,2020-04-11T00:00:00
SE,Västmanland,298,108.031684875488,,16,20,2020-04-11T00:00:00
SE,Örebro,308,101.04821014404301,,5,25,2020-04-11T00:00:00
SE,Dalarna,313,108.693389892578,,36,18,2020-04-11T00:00:00
SE,Jönköping,336,92.4094924926758,,24,27,2020-04-11T00:00:00
SE,Skåne,429,31.1359844207764,,21,33,2020-04-11T00:00:00
SE,Uppsala,437,113.88719940185499,,30,40,2020-04-11T00:00:00
SE,Sörmland,639,214.761047363281,,83,57,2020-04-11T00:00:00
SE,Östergötland,942,202.36521911621102,,32,46,2020-04-11T00:00:00
SE,Västra Götaland,982,56.898475646972706,,49,89,2020-04-11T00:00:00
SE,Stockholm,4205,176.89762878418,,523,337,2020-04-11T00:00:00
SE,Gotland,16,26.806957244873,,0,1,2020-04-12T00:00:00
SE,Blekinge,41,25.688257217407198,,1,3,2020-04-12T00:00:00
SE,Kalmar,68,27.7046680450439,,4,7,2020-04-12T00:00:00
SE,Värmland,75,26.5567569732666,,1,9,2020-04-12T00:00:00
SE,Kronoberg,97,48.146366119384794,,1,1,2020-04-12T00:00:00
SE,Västernorrland,100,40.758598327636705,,8,11,2020-04-12T00:00:00
SE,Jämtland Härjedalen,127,97.0873794555664,,0,4,2020-04-12T00:00:00
SE,Norrbotten,134,53.5800666809082,,7,16,2020-04-12T00:00:00
SE,Halland,182,54.5158271789551,,15,14,2020-04-12T00:00:00
SE,Västerbotten,183,67.3447723388672,,5,14,2020-04-12T00:00:00
SE,Gävleborg,273,94.99551391601558,,27,19,2020-04-12T00:00:00
SE,Västmanland,304,110.206817626953,,16,20,2020-04-12T00:00:00
SE,Örebro,316,103.672836303711,,5,26,2020-04-12T00:00:00
SE,Dalarna,316,109.735176086426,,37,17,2020-04-12T00:00:00
SE,Jönköping,340,93.5096054077149,,25,27,2020-04-12T00:00:00
SE,Skåne,435,31.571453094482397,,22,35,2020-04-12T00:00:00
SE,Uppsala,449,117.014541625977,,30,41,2020-04-12T00:00:00
SE,Sörmland,661,222.154998779297,,83,64,2020-04-12T00:00:00
SE,Östergötland,951,204.298645019531,,34,45,2020-04-12T00:00:00
SE,Västra Götaland,1018,58.9843673706055,,50,97,2020-04-12T00:00:00
SE,Stockholm,4397,184.974761962891,,528,368,2020-04-12T00:00:00
SE,Gotland,16,26.806957244873,,0,1,2020-04-13T00:00:00
SE,Blekinge,41,25.688257217407198,,1,2,2020-04-13T00:00:00
SE,Kalmar,70,28.5195121765137,,4,8,2020-04-13T00:00:00
SE,Värmland,77,27.2649364471436,,1,9,2020-04-13T00:00:00
SE,Kronoberg,98,48.6427192687988,,1,1,2020-04-13T00:00:00
SE,Västernorrland,105,42.79652786254879,,8,12,2020-04-13T00:00:00
SE,Jämtland Härjedalen,131,100.145248413086,,0,4,2020-04-13T00:00:00
SE,Norrbotten,137,54.7796211242676,,7,17,2020-04-13T00:00:00
SE,Västerbotten,183,67.3447723388672,,7,16,2020-04-13T00:00:00
SE,Halland,185,55.4144401550293,,15,14,2020-04-13T00:00:00
SE,Gävleborg,290,100.91098022460899,,27,21,2020-04-13T00:00:00
SE,Dalarna,345,119.805809020996,,37,16,2020-04-13T00:00:00
SE,Västmanland,346,125.432762145996,,16,22,2020-04-13T00:00:00
SE,Jönköping,350,96.2598876953125,,25,28,2020-04-13T00:00:00
SE,Örebro,383,125.654106140137,,5,28,2020-04-13T00:00:00
SE,Skåne,449,32.5875473022461,,24,36,2020-04-13T00:00:00
SE,Uppsala,465,121.184326171875,,30,40,2020-04-13T00:00:00
SE,Sörmland,668,224.507629394531,,83,65,2020-04-13T00:00:00
SE,Östergötland,970,208.380325317383,,34,45,2020-04-13T00:00:00
SE,Västra Götaland,1064,61.6496734619141,,51,101,2020-04-13T00:00:00
SE,Stockholm,4575,192.462936401367,,543,373,2020-04-13T00:00:00
SE,Gotland,16,26.806957244873,,0,2,2020-04-14T00:00:00
SE,Blekinge,42,26.3148002624512,,2,3,2020-04-14T00:00:00
SE,Kalmar,79,32.186305999755895,,5,9,2020-04-14T00:00:00
SE,Värmland,82,29.035387039184602,,1,10,2020-04-14T00:00:00
SE,Kronoberg,104,51.620845794677706,,1,3,2020-04-14T00:00:00
SE,Västernorrland,111,45.2420463562012,,9,11,2020-04-14T00:00:00
SE,Jämtland Härjedalen,137,104.732055664063,,0,4,2020-04-14T00:00:00
SE,Norrbotten,157,62.7766456604004,,9,17,2020-04-14T00:00:00
SE,Västerbotten,187,68.81679534912111,,7,17,2020-04-14T00:00:00
SE,Halland,189,56.6125907897949,,16,15,2020-04-14T00:00:00
SE,Gävleborg,301,104.73863983154301,,33,21,2020-04-14T00:00:00
SE,Jönköping,355,97.6350326538086,,33,29,2020-04-14T00:00:00
SE,Dalarna,365,126.751075744629,,43,29,2020-04-14T00:00:00
SE,Västmanland,379,137.39599609375,,17,22,2020-04-14T00:00:00
SE,Örebro,388,127.294502258301,,6,26,2020-04-14T00:00:00
SE,Skåne,458,33.240749359130895,,24,37,2020-04-14T00:00:00
SE,Uppsala,478,124.57227325439501,,31,48,2020-04-14T00:00:00
SE,Sörmland,694,233.245956420898,,91,64,2020-04-14T00:00:00
SE,Östergötland,1011,217.18815612793,,35,48,2020-04-14T00:00:00
SE,Västra Götaland,1106,64.0832138061524,,54,104,2020-04-14T00:00:00
SE,Stockholm,4806,202.180740356445,,616,396,2020-04-14T00:00:00
SE,Gotland,16,26.806957244873,,0,2,2020-04-15T00:00:00
SE,Blekinge,43,26.941343307495103,,2,3,2020-04-15T00:00:00
SE,Kalmar,82,33.4085693359375,,5,8,2020-04-15T00:00:00
SE,Värmland,84,29.7435684204102,,3,9,2020-04-15T00:00:00
SE,Kronoberg,109,54.10261535644529,,4,1,2020-04-15T00:00:00
SE,Västernorrland,117,47.6875610351563,,13,13,2020-04-15T00:00:00
SE,Jämtland Härjedalen,155,118.492469787598,,0,4,2020-04-15T00:00:00
SE,Norrbotten,158,63.1764984130859,,14,17,2020-04-15T00:00:00
SE,Västerbotten,192,70.6568145751953,,8,18,2020-04-15T00:00:00
SE,Halland,194,58.110279083252,,17,15,2020-04-15T00:00:00
SE,Gävleborg,316,109.95817565918001,,35,23,2020-04-15T00:00:00
SE,Jönköping,367,100.935371398926,,34,29,2020-04-15T00:00:00
SE,Dalarna,378,131.26550292968798,,47,30,2020-04-15T00:00:00
SE,Örebro,401,131.559524536133,,7,33,2020-04-15T00:00:00
SE,Västmanland,404,146.459060668945,,23,21,2020-04-15T00:00:00
SE,Skåne,481,34.910041809081996,,32,42,2020-04-15T00:00:00
SE,Uppsala,517,134.73611450195298,,35,50,2020-04-15T00:00:00
SE,Sörmland,711,238.95947265625,,113,75,2020-04-15T00:00:00
SE,Östergötland,1041,223.632904052734,,49,50,2020-04-15T00:00:00
SE,Västra Götaland,1171,67.8494033813477,,60,111,2020-04-15T00:00:00
SE,Stockholm,4990,209.921325683594,,702,400,2020-04-15T00:00:00
SE,Gotland,17,28.4823913574219,,0,2,2020-04-16T00:00:00
SE,Blekinge,43,26.941343307495103,,2,3,2020-04-16T00:00:00
SE,Kalmar,83,33.8159904479981,,6,10,2020-04-16T00:00:00
SE,Värmland,90,31.8681087493897,,3,12,2020-04-16T00:00:00
SE,Västernorrland,121,49.3179054260254,,13,13,2020-04-16T00:00:00
SE,Kronoberg,122,60.55522155761721,,6,3,2020-04-16T00:00:00
SE,Norrbotten,162,64.77590179443361,,14,17,2020-04-16T00:00:00
SE,Jämtland Härjedalen,169,129.195022583008,,1,4,2020-04-16T00:00:00
SE,Halland,200,59.907501220703104,,21,15,2020-04-16T00:00:00
SE,Västerbotten,206,75.8088760375977,,8,18,2020-04-16T00:00:00
SE,Gävleborg,335,116.569580078125,,35,23,2020-04-16T00:00:00
SE,Jönköping,395,108.636161804199,,37,30,2020-04-16T00:00:00
SE,Dalarna,406,140.988861083984,,48,28,2020-04-16T00:00:00
SE,Örebro,421,138.12109375,,7,34,2020-04-16T00:00:00
SE,Västmanland,430,155.88464355468798,,26,23,2020-04-16T00:00:00
SE,Skåne,498,36.1438713073731,,37,42,2020-04-16T00:00:00
SE,Uppsala,549,143.07568359375,,35,54,2020-04-16T00:00:00
SE,Sörmland,777,261.141357421875,,116,71,2020-04-16T00:00:00
SE,Östergötland,1068,229.433181762695,,56,53,2020-04-16T00:00:00
SE,Västra Götaland,1242,71.963249206543,,67,118,2020-04-16T00:00:00
SE,Stockholm,5206,219.008102416992,,795,423,2020-04-16T00:00:00
SE,Gotland,19,31.833261489868196,,1,3,2020-04-17T00:00:00
SE,Blekinge,43,26.941343307495103,,2,3,2020-04-17T00:00:00
SE,Kalmar,89,36.2605209350586,,6,10,2020-04-17T00:00:00
SE,Värmland,94,33.284469604492195,,3,11,2020-04-17T00:00:00
SE,Västernorrland,124,50.5406646728516,,15,13,2020-04-17T00:00:00
SE,Kronoberg,140,69.48960113525389,,7,3,2020-04-17T00:00:00
SE,Norrbotten,174,69.57411956787111,,14,18,2020-04-17T00:00:00
SE,Jämtland Härjedalen,181,138.36862182617202,,1,4,2020-04-17T00:00:00
SE,Halland,217,64.999641418457,,23,15,2020-04-17T00:00:00
SE,Västerbotten,220,80.9609298706055,,10,19,2020-04-17T00:00:00
SE,Gävleborg,357,124.224899291992,,36,23,2020-04-17T00:00:00
SE,Jönköping,417,114.686782836914,,38,32,2020-04-17T00:00:00
SE,Dalarna,429,148.975921630859,,63,30,2020-04-17T00:00:00
SE,Västmanland,450,163.135101318359,,27,24,2020-04-17T00:00:00
SE,Skåne,514,37.305118560791,,38,44,2020-04-17T00:00:00
SE,Örebro,537,176.17820739746102,,8,34,2020-04-17T00:00:00
SE,Uppsala,579,150.894027709961,,41,53,2020-04-17T00:00:00
SE,Sörmland,831,279.290191650391,,118,70,2020-04-17T00:00:00
SE,Östergötland,1098,235.8779296875,,58,52,2020-04-17T00:00:00
SE,Västra Götaland,1316,76.25091552734379,,75,124,2020-04-17T00:00:00
SE,Stockholm,5387,226.622482299805,,816,439,2020-04-17T00:00:00
SE,Gotland,19,31.833261489868196,,1,3,2020-04-18T00:00:00
SE,Blekinge,43,26.941343307495103,,2,3,2020-04-18T00:00:00
SE,Kalmar,91,37.0753631591797,,6,11,2020-04-18T00:00:00
SE,Värmland,97,34.3467407226563,,3,11,2020-04-18T00:00:00
SE,Västernorrland,129,52.5785942077637,,15,13,2020-04-18T00:00:00
SE,Kronoberg,142,70.482307434082,,7,4,2020-04-18T00:00:00
SE,Norrbotten,186,74.37232971191409,,14,19,2020-04-18T00:00:00
SE,Jämtland Härjedalen,187,142.955429077148,,1,4,2020-04-18T00:00:00
SE,Halland,224,67.09640502929689,,23,15,2020-04-18T00:00:00
SE,Västerbotten,230,84.64097595214841,,10,20,2020-04-18T00:00:00
SE,Gävleborg,373,129.792404174805,,36,24,2020-04-18T00:00:00
SE,Dalarna,448,155.573928833008,,63,31,2020-04-18T00:00:00
SE,Jönköping,450,123.76271820068399,,38,34,2020-04-18T00:00:00
SE,Västmanland,467,169.29797363281298,,29,26,2020-04-18T00:00:00
SE,Skåne,530,38.466365814209,,42,45,2020-04-18T00:00:00
SE,Örebro,566,185.692489624023,,20,35,2020-04-18T00:00:00
SE,Uppsala,624,162.621536254883,,41,57,2020-04-18T00:00:00
SE,Sörmland,854,287.020233154297,,125,72,2020-04-18T00:00:00
SE,Östergötland,1106,237.596542358398,,58,55,2020-04-18T00:00:00
SE,Västra Götaland,1405,81.40769958496091,,80,125,2020-04-18T00:00:00
SE,Stockholm,5651,237.728546142578,,897,447,2020-04-18T00:00:00
SE,Gotland,19,31.833261489868196,,1,3,2020-04-19T00:00:00
SE,Blekinge,43,26.941343307495103,,2,3,2020-04-19T00:00:00
SE,Kalmar,94,38.2976303100586,,6,11,2020-04-19T00:00:00
SE,Värmland,100,35.4090080261231,,3,11,2020-04-19T00:00:00
SE,Västernorrland,131,53.3937644958496,,15,13,2020-04-19T00:00:00
SE,Kronoberg,164,81.402099609375,,8,4,2020-04-19T00:00:00
SE,Norrbotten,190,75.97174072265629,,15,21,2020-04-19T00:00:00
SE,Jämtland Härjedalen,209,159.77371215820298,,1,5,2020-04-19T00:00:00
SE,Halland,231,69.1931686401367,,23,19,2020-04-19T00:00:00
SE,Västerbotten,238,87.5850067138672,,10,20,2020-04-19T00:00:00
SE,Gävleborg,402,139.883499145508,,36,25,2020-04-19T00:00:00
SE,Dalarna,483,167.728134155273,,63,31,2020-04-19T00:00:00
SE,Västmanland,484,175.460861206055,,30,26,2020-04-19T00:00:00
SE,Jönköping,489,134.488815307617,,38,35,2020-04-19T00:00:00
SE,Skåne,544,39.482460021972706,,43,45,2020-04-19T00:00:00
SE,Örebro,617,202.424499511719,,20,36,2020-04-19T00:00:00
SE,Uppsala,649,169.136825561523,,41,60,2020-04-19T00:00:00
SE,Sörmland,872,293.06982421875,,125,73,2020-04-19T00:00:00
SE,Östergötland,1158,248.767440795898,,58,57,2020-04-19T00:00:00
SE,Västra Götaland,1442,83.55152893066409,,81,126,2020-04-19T00:00:00
SE,Stockholm,5826,245.090515136719,,921,455,2020-04-19T00:00:00
SE,Gotland,19,31.833261489868196,,1,3,2020-04-20T00:00:00
SE,Blekinge,43,26.941343307495103,,2,3,2020-04-20T00:00:00
SE,Kalmar,98,39.927314758300795,,6,14,2020-04-20T00:00:00
SE,Värmland,105,37.1794586181641,,3,11,2020-04-20T00:00:00
SE,Västernorrland,139,56.6544532775879,,17,14,2020-04-20T00:00:00
SE,Kronoberg,175,86.86199951171879,,9,4,2020-04-20T00:00:00
SE,Norrbotten,194,77.5711441040039,,18,22,2020-04-20T00:00:00
