wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-20,7,,,,32,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-21,4,,,,36,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-22,9,,,,45,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-23,5,,,,50,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-24,10,,,,60,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-25,10,,,,70,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-26,15,,,,85,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-27,8,,,,93,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-28,13,,,,106,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-29,8,,,,114,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-30,19,,,,133,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-03-31,13,,,,146,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-01,28,,,,174,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-02,27,,,,201,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-03,26,,,,227,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-04,16,,,,243,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-05,19,,,,262,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-06,22,,,,284,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-07,19,,,,303,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-08,31,,,,334,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-09,19,,,,353,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-10,22,,,,375,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-11,16,,,,391,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-12,12,,,,403,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-13,11,,,,414,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-14,24,,,,438,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-15,8,,,,446,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-16,18,,,,464,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-17,11,,,,475,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-18,14,,,,489,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-19,8,,,,497,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
Q915954,,GB,United Kingdom,ENG,England,E08000009,Trafford,GB,GBR,2,2020-04-20,16,,,,513,,,,,,,,,,,,,146675,53.433333,-2.3,30,106,,,,,,,,,,1410,5655,7222,6994,6439,7801,8471,8418,8112,7456,7983,8551,8148,6942,6252,6432,4726,7700,1471,5907,7608,7387,6844,8048,8648,8432,8161,7410,7898,8355,8134,6963,6051,5805,3966,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236370,121926,124712,,,,,,,29273,27664,32968,33123,30747,33188,26208,20929,10030,2508,,,,,,,,,
