wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,gdp,gdp_per_capita,human_capital_index,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
Q277728,geoId/02070,US,United States of America,AK,Alaska,02070,Dillingham,US,USA,2,2020-05-31,,,,,1,0,,,,,,,,,,,,,58.96134,-157.36816,,20915,,,70326025503,51.382418,11.9375,5.9513889,21.069444,1.49225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q277728,geoId/02070,US,United States of America,AK,Alaska,02070,Dillingham,US,USA,2,2020-06-01,0,0,,,1,0,,,,,,,,,,,,,58.96134,-157.36816,,20915,,,70326025503,51.382418,10.123457,5.2345679,15.234568,1.2417778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q277728,geoId/02070,US,United States of America,AK,Alaska,02070,Dillingham,US,USA,2,2020-06-02,0,0,,,1,0,,,,,,,,,,,,,58.96134,-157.36816,,20915,,,70326025503,51.382418,10.808642,4.9444444,16.697531,0.028222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q277728,geoId/02070,US,United States of America,AK,Alaska,02070,Dillingham,US,USA,2,2020-06-03,0,0,,,1,0,,,,,,,,,,,,,58.96134,-157.36816,,20915,,,70326025503,51.382418,10.361111,3.3819444,17.0625,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q277728,geoId/02070,US,United States of America,AK,Alaska,02070,Dillingham,US,USA,2,2020-06-04,0,0,,,1,0,,,,,,,,,,,,,58.96134,-157.36816,,20915,,,70326025503,51.382418,9.1666667,3.0277778,16.159722,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q277728,geoId/02070,US,United States of America,AK,Alaska,02070,Dillingham,US,USA,2,2020-06-05,0,0,,,1,0,,,,,,,,,,,,,58.96134,-157.36816,,20915,,,70326025503,51.382418,8.1319444,3.4097222,13.444444,0.22225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q277728,geoId/02070,US,United States of America,AK,Alaska,02070,Dillingham,US,USA,2,2020-06-06,0,0,,,1,0,,,,,,,,,,,,,58.96134,-157.36816,,20915,,,70326025503,51.382418,7.9305556,4.5625,11.604167,0.85725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q277728,geoId/02070,US,United States of America,AK,Alaska,02070,Dillingham,US,USA,2,2020-06-07,0,0,,,1,0,,,,,,,,,,,,,58.96134,-157.36816,,20915,,,70326025503,51.382418,8.1736111,4.9375,13.041667,3.01625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q277728,geoId/02070,US,United States of America,AK,Alaska,02070,Dillingham,US,USA,2,2020-06-08,0,0,,,1,0,,,,,,,,,,,,,58.96134,-157.36816,,20915,,,70326025503,51.382418,8.9444444,1.9259259,16.777778,0.42333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q277728,geoId/02070,US,United States of America,AK,Alaska,02070,Dillingham,US,USA,2,2020-06-09,0,0,,,1,0,,,,,,,,,,,,,58.96134,-157.36816,,20915,,,70326025503,51.382418,11.246914,2.808642,19.080247,0.39511111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
